16 9
32 27
48 93
64 189
80 356
96 438
112 686
128 896
144 1166
160 2615
176 2775
192 2400
208 3259
224 4366
240 4791
256 7010
272 7078
288 10360
304 9383
320 10114
336 12700
352 17198
368 19546
384 18322
400 28795
416 22756
432 25192
448 30845
464 30380
480 33633
496 41309
512 49198
528 46477
544 47835
560 65495
576 72227
592 61970
608 69505
624 71110
640 81798
656 81329
